psi	res
64	0.00119109385459792
64	0.000916093854597899
64	0.00151009385459788
64	0.00130309385459793
64	0.00184709385459791
65	-0.000841906145402027
65	0.000174093854597879
65	-3.0906145402132e-05
65	-0.000526906145402073
65	0.00140409385459794
65	0.00122309385459796
65	0.000968093854597951
65	0.00164909385459788
65	0.00132009385459797
65	0.00190809385459789
66	-0.000809906145402106
66	0.000163093854597895
66	7.00938545978858e-05
66	-0.000518906145402065
66	0.00142209385459791
66	0.00130809385459796
66	0.0010590938545979
66	0.00173509385459791
66	0.00137609385459792
66	0.00198309385459794
67	-0.000769906145402066
67	0.000196093854597956
67	0.00013409385459795
67	-0.000452906145402054
67	0.00145809385459794
67	0.00141709385459787
67	0.00112709385459797
67	0.00176209385459791
67	0.0013870938545979
67	0.00199509385459795
68	-0.000746906145402071
68	0.000208093854597968
68	0.000165093854597953
68	-0.000397906145402027
68	0.00145309385459791
68	0.00145809385459794
68	0.00112509385459791
68	0.00185109385459792
68	0.00150409385459793
68	0.00204609385459797
69	-0.000781906145402078
69	0.000210093854597915
69	0.000222093854597927
69	-0.000367906145402053
69	0.00151809385459789
69	0.00141109385459792
69	0.00121109385459794
69	0.00187209385459797
69	0.00154109385459789
69	0.00216009385459792
70	-0.000710906145402035
70	0.000232093854597881
70	0.000284093854597933
70	-0.000353906145402094
70	0.0015260938545979
70	0.00143309385459789
70	0.00127609385459793
70	0.00196209385459789
70	0.00161209385459793
70	0.00214809385459791
71	-0.000690906145402126
71	0.0003060938545979
71	0.00033909385459796
71	-0.000306906145402075
71	0.00153209385459796
71	0.00155109385459795
71	0.00137909385459789
71	0.00198109385459788
71	0.00162209385459788
71	0.00220709385459794
72	-0.000657906145402065
72	0.000308093854597957
72	0.000378093854597972
72	-0.000255906145402052
72	0.00156209385459793
72	0.00151009385459788
72	0.00139609385459794
72	0.00202509385459793
72	0.00165509385459794
72	0.00222409385459788
73	-0.000636906145402127
73	0.000317093854597883
73	0.000431093854597941
73	-0.00025090614540213
73	0.00154709385459795
73	0.00159009385459796
73	0.00141609385459796
73	0.00200409385459788
73	0.00172909385459796
73	0.00226609385459797
74	-0.00060190614540212
74	0.000327093854597948
74	0.000460093854597887
74	-0.000195906145402103
74	0.00157709385459792
74	0.00165209385459797
74	0.00152209385459789
74	0.00202209385459795
74	0.00177509385459795
74	0.00240809385459795
75	-0.000573906145402092
75	0.000330093854597924
75	0.000435093854597945
75	-0.000181906145402033
75	0.00156409385459788
75	0.0017230938545979
75	0.00159909385459789
75	0.00204709385459789
75	0.00177809385459793
75	0.00247809385459796
76	-0.00053590614540211
76	0.000340093854597878
76	0.000467093854597866
76	-0.000177906145402029
76	0.00159309385459794
76	0.00174009385459795
76	0.00163709385459787
76	0.00207909385459792
76	0.00184509385459797
76	0.00248309385459788
77	-0.000520906145402122
77	0.000327093854597948
77	0.000528093854597955
77	-0.00015090614540203
77	0.00156309385459796
77	0.00182009385459792
77	0.00165909385459795
77	0.00210409385459798
77	0.00191409385459795
77	0.00246909385459793
78	-0.000493906145402123
78	0.000380093854597918
78	0.000539093854597938
78	-6.99061454020322e-05
78	0.00160909385459795
78	0.00181109385459788
78	0.00167109385459796
78	0.00210009385459797
78	0.0019390938545979
78	0.00248909385459795
79	-0.000474906145402132
79	0.000427093854597937
79	0.000552093854597868
79	-9.19061454021097e-05
79	0.00168309385459797
79	0.00181609385459791
79	0.00170909385459794
79	0.00212309385459797
79	0.00196009385459794
79	0.00260009385459792
80	-0.000440906145402042
80	0.000378093854597972
80	0.00060409385459792
80	-7.90614540202572e-06
80	0.0016960938545979
80	0.00183809385459788
