Del_MAP	psi	nC_MAP	p_MAP
7.22	0.001	11	0.0144702128173944
7.23	0.001	11	0.0144528946099386
7.24	0.001	11	0.0144355942486171
7.25	0.001	11	0.0144183117188884
7.26	0.001	11	0.0144010470062184
7.27	0.001	11	0.0143838000960796
7.28	0.001	11	0.0143665709739521
7.29	0.001	11	0.0143493596253225
7.3	0.001	11	0.0143321660356849
7.31	0.001	11	0.0143149901905403
7.32	0.001	11	0.0142978320753967
7.33	0.001	11	0.0142806916757692
7.34	0.001	11	0.01426356897718
7.35	0.001	11	0.0142464639651584
7.36	0.001	11	0.0142293766252408
7.37	0.001	11	0.0142123069429704
7.38	0.001	11	0.0141952549038979
7.39	0.001	11	0.0141782204935808
7.4	0.001	11	0.0141612036975837
7.41	0.001	11	0.0141442045014784
7.42	0.001	11	0.0141272228908437
7.43	0.001	11	0.0141102588512655
7.44	0.001	11	0.0140933123683369
7.45	0.001	11	0.0140763834276579
7.46	0.001	11	0.0140594720148358
7.47	0.001	11	0.0140425781154849
7.48	0.001	11	0.0140257017152264
7.49	0.001	11	0.0140088427996891
7.5	0.001	11	0.0139920013545084
7.51	0.001	11	0.013975177365327
7.52	0.001	11	0.0139583708177949
7.53	0.001	11	0.013941581697569
7.54	0.001	11	0.0139248099903133
7.55	0.001	11	0.013908055681699
7.56	0.001	11	0.0138913187574044
7.57	0.001	11	0.0138745992031148
7.58	0.001	11	0.0138578970045229
7.59	0.001	11	0.0138412121473283
7.6	0.001	11	0.0138245446172378
7.61	0.001	11	0.0138078943999654
7.62	0.001	11	0.0137912614812319
7.63	0.001	11	0.0137746458467658
7.64	0.001	11	0.0137580474823022
7.65	0.001	11	0.0137414663735837
7.66	0.001	11	0.0137249025063598
7.67	0.001	11	0.0137083558663873
7.68	0.001	11	0.0136918264394301
7.69	0.001	11	0.0136753142112592
7.7	0.001	11	0.0136588191676528
7.71	0.001	11	0.0136423412943963
7.72	0.001	11	0.0136258805772821
7.73	0.001	11	0.0136094370021099
7.74	0.001	11	0.0135930105546864
7.75	0.001	11	0.0135766012208257
7.76	0.001	11	0.0135602089863489
7.77	0.001	11	0.0135438338370842
7.78	0.001	11	0.0135274757588671
7.79	0.001	11	0.0135111347375402
7.8	0.001	11	0.0134948107589533
7.81	0.001	11	0.0134785038089634
7.82	0.001	11	0.0134622138734345
7.83	0.001	11	0.0134459409382381
7.84	0.001	11	0.0134296849892525
7.85	0.001	11	0.0134134460123635
7.86	0.001	11	0.0133972239934638
7.87	0.001	11	0.0133810189184536
7.88	0.001	11	0.0133648307732399
7.89	0.001	11	0.0133486595437372
7.9	0.001	11	0.0133325052158672
7.91	0.001	11	0.0133163677755585
7.92	0.001	11	0.0133002472087471
7.93	0.001	11	0.0132841435013762
7.94	0.001	11	0.0132680566393962
7.95	0.001	11	0.0132519866087645
7.96	0.001	11	0.013235933395446
7.97	0.001	11	0.0132198969854126
7.98	0.001	11	0.0132038773646435
7.99	0.001	11	0.013187874519125
8	0.001	11	0.0131718884348507
8.01	0.001	11	0.0131559190978213
8.02	0.001	11	0.0131399664940449
8.03	0.001	11	0.0131240306095367
8.04	0.001	11	0.013108111430319
8.05	0.001	11	0.0130922089424216
8.06	0.001	11	0.0130763231318812
8.07	0.001	11	0.0130604539847419
8.08	0.001	11	0.0130446014870551
8.09	0.001	11	0.0130287656248792
8.1	0.001	11	0.0130129463842799
8.11	0.001	11	0.0129971437513302
8.12	0.001	11	0.0129813577121104
8.13	0.001	11	0.0129655882527078
8.14	0.001	11	0.0129498353592171
8.15	0.001	11	0.0129340990177402
8.16	0.001	11	0.0129183792143861
8.17	0.001	11	0.0129026759352713
8.18	0.001	11	0.0128869891665193
8.19	0.001	11	0.012871318894261
8.2	0.001	11	0.0128556651046345
8.21	0.001	11	0.012840027783785
8.22	0.001	11	0.0128244069178652
8.23	0.001	11	0.0128088024930348
8.24	0.001	11	0.0127932144954609
8.25	0.001	11	0.0127776429113178
8.26	0.54418764199993	11	0.012814915302038
8.27	0.793332765859098	11	0.0128601371385161
8.28	1.95786151847188	11	0.0132743188112372
8.29	2.064458141165	11	0.0133132399402012
8.3	2.34965171888964	11	0.0135135151504595
8.31	2.67278164267883	11	0.0137237847379569
8.32	3.00251307118098	11	0.0140224384459013
8.33	3.75862729244281	11	0.0147703371958505
8.34	3.92422245732268	11	0.0149978015590091
8.35	3.98466170636272	11	0.0150560538441864
8.36	4.77846243531706	11	0.0158982467389817
8.37	4.8036055339251	11	0.0159391087207545
8.38	5.38498753960323	11	0.0166835520974412
8.39	0.001	12	0.0123244915785511
8.4	0.001	12	0.0123089051895802
8.41	0.001	12	0.0122933358808049
8.42	0.001	12	0.0122777836372099
8.43	0.001	12	0.0122622484437882
8.44	0.001	12	0.0122467302855413
8.45	0.001	12	0.0122312291474789
8.46	0.001	12	0.0122157450146191
8.47	0.001	12	0.0122002778719882
8.48	0.001	12	0.0121848277046212
8.49	0.001	12	0.012169394497561
8.5	0.001	12	0.0121539782358592
8.51	0.001	12	0.0121385789045756
8.52	0.001	12	0.0121231964887783
8.53	0.001	12	0.0121078309735439
8.54	0.001	12	0.0120924823439573
8.55	0.001	12	0.0120771505851116
8.56	0.001	12	0.0120618356821086
8.57	0.001	12	0.0120465376200581
8.58	0.001	12	0.0120312563840785
8.59	0.001	12	0.0120159919592964
8.6	0.001	12	0.0120007443308469
8.61	0.001	12	0.0119855134838734
8.62	0.001	12	0.0119702994035277
8.63	0.001	12	0.0119551020749698
8.64	0.001	12	0.0119399214833684
8.65	0.001	12	0.0119247576139003
8.66	0.001	12	0.0119096104517508
8.67	0.001	12	0.0118944799821134
8.68	0.001	12	0.0118793661901902
8.69	0.001	12	0.0118642690611916
8.7	0.001	12	0.0118491885803363
8.71	0.001	12	0.0118341247328514
8.72	0.001	12	0.0118190775039725
8.73	0.001	12	0.0118040468789435
8.74	0.001	12	0.0117890328430166
8.75	0.001	12	0.0117740353814524
8.76	0.001	12	0.0117590544795202
8.77	0.001	12	0.0117440901224972
8.78	0.001	12	0.0117291422956693
8.79	0.001	12	0.0117142109843307
8.8	0.001	12	0.011699296173784
8.81	0.001	12	0.0116843978493402
8.82	0.001	12	0.0116695159963187
8.83	0.001	12	0.0116546506000473
8.84	0.001	12	0.011639801645862
8.85	0.001	12	0.0116249691191076
8.86	0.001	12	0.011610153005137
8.87	0.001	12	0.0115953532893114
8.88	0.001	12	0.0115805699570008
8.89	0.001	12	0.0115658029935832
8.9	0.001	12	0.0115510523844452
8.91	0.001	12	0.0115363181149818
8.92	0.001	12	0.0115216001705964
8.93	0.001	12	0.0115068985367007
8.94	0.001	12	0.011492213198715
8.95	0.001	12	0.0114775441420677
8.96	0.001	12	0.011462891352196
8.97	0.001	12	0.0114482548145451
8.98	0.001	12	0.0114336345145691
8.99	0.001	12	0.01141903043773
9	0.001	12	0.0114044425694985
9.01	0.001	12	0.0113898708953537
9.02	0.001	12	0.0113753154007831
9.03	0.001	12	0.0113607760712825
9.04	0.001	12	0.0113462528923562
9.05	0.001	12	0.011331745849517
9.06	0.001	12	0.011317254928286
9.07	0.001	12	0.0113027801141928
9.08	0.001	12	0.0112883213927754
9.09	0.001	12	0.0112738787495801
9.1	0.001	12	0.0112594521701618
9.11	0.001	12	0.0112450416400837
9.12	0.001	12	0.0112306471449176
9.13	0.001	12	0.0112162686702434
9.14	0.001	12	0.0112019062016498
9.15	0.001	12	0.0111875597247337
9.16	0.001	12	0.0111732292251005
9.17	0.001	12	0.0111589146883639
9.18	0.001	12	0.0111446161001462
9.19	0.001	12	0.0111303334460782
9.2	0.001	12	0.0111160667117989
9.21	0.001	12	0.0111018158829558
9.22	0.001	12	0.0110875809452049
9.23	0.001	12	0.0110733618842106
9.24	0.001	12	0.0110591586856457
9.25	0.001	12	0.0110449713351916
9.26	0.001	12	0.0110307998185379
9.27	0.001	12	0.0110166441213828
9.28	0.001	12	0.0110025042294328
9.29	0.001	12	0.010988380128403
9.3	0.001	12	0.0109742718040169
9.31	0.001	12	0.0109601792420063
9.32	0.001	12	0.0109461024281117
9.33	0.001	12	0.0109320413480817
9.34	0.001	12	0.0109179959876736
9.35	0.001	12	0.0109039663326532
9.36	0.001	12	0.0108899523687945
9.37	0.001	12	0.01087595408188
9.38	0.001	12	0.0108619714577009
9.39	0.001	12	0.0108480044820565
9.4	0.001	12	0.0108340531407547
9.41	0.001	12	0.0108201174196119
9.42	0.001	12	0.010806197304453
9.43	0.001	12	0.010792292781111
9.44	0.001	12	0.0107784038354279
9.45	0.001	12	0.0107645304532536
9.46	0.001	12	0.0107506726204468
9.47	0.001	12	0.0107368303228745
9.48	0.001	12	0.0107230035464123
9.49	0.001	12	0.0107091922769441
9.5	0.001	12	0.0106953965003622
9.51	0.001	12	0.0106816162025677
9.52	0.001	12	0.0106678513694697
9.53	1.06792649497522	12	0.0107867919205814
9.54	1.36888007197021	12	0.0108831502469272
9.55	1.41142457810936	12	0.0108847971876558
9.56	1.7759812895194	12	0.0110680018511847
9.57	1.95468015674254	12	0.0111786973839594
9.58	2.27236497203408	12	0.0113394106282561
9.59	2.30152943331664	12	0.0113483753991828
9.6	2.57168396515491	12	0.0115612849104656
9.61	3.29793512178592	12	0.0121346959801426
9.62	2.65062401672798	12	0.011604647937922
9.63	3.33528082469503	12	0.0121832950600231
9.64	3.34823739895031	12	0.0121960480930817
9.65	3.36783751120041	12	0.0122228252898389
9.66	3.57710099633362	12	0.012462698187721
9.67	3.790406337843	12	0.0126046873427961
9.68	3.86282386509638	12	0.0126897542507151
9.69	4.29590086488513	12	0.013147524529482
9.7	4.35830258093077	12	0.0132196710046998
9.71	5.90694665268046	12	0.0150670019980803
9.72	5.93726618849353	12	0.0151037469030074
9.73	4.50249317475424	12	0.0133774726873141
9.74	4.53824465221902	12	0.0134019067975244
9.75	4.68272989485448	12	0.0135462783621483
9.76	4.73312019208398	12	0.0135892136092011
9.77	4.78140706860979	12	0.0136482033453298
9.78	0.001	13	0.0100402039371114
9.79	0.001	13	0.0100267666800561
9.8	0.001	13	0.0100133451214068
9.81	0.001	13	0.00999993924621118
9.82	0.001	13	0.00998654903952654
9.83	0.001	13	0.00997317448641974
9.84	0.001	13	0.0099598155719672
9.85	0.001	13	0.00994647228125486
9.86	0.001	13	0.00993314459937824
9.87	0.001	13	0.00991983251144237
9.88	0.001	13	0.00990653600256187
9.89	0.001	13	0.00989325505786092
9.9	0.001	13	0.00987998966247319
9.91	0.001	13	0.00986673980154197
9.92	0.001	13	0.00985350546022004
9.93	0.001	13	0.00984028662366978
9.94	0.001	13	0.00982708327706311
9.95	0.001	13	0.00981389540558148
9.96	0.001	13	0.00980072299441592
9.97	0.001	13	0.00978756602876698
9.98	0.001	13	0.00977442449384477
9.99	0.001	13	0.00976129837486901
10	0.001	13	0.00974818765706888
10.01	0.001	13	0.00973509232568316
10.02	0.001	13	0.00972201236596017
10.03	0.001	13	0.00970894776315778
10.04	0.001	13	0.00969589850254344
10.05	0.001	13	0.00968286456939412
10.06	0.001	13	0.00966984594899634
10.07	0.001	13	0.00965684262664619
10.08	0.001	13	0.00964385458764928
10.09	0.001	13	0.00963088181732082
10.1	0.001	13	0.00961792430098553
10.11	0.001	13	0.0096049820239777
10.12	0.001	13	0.00959205497164115
10.13	0.001	13	0.00957914312932927
10.14	0.001	13	0.00956624648240502
10.15	0.001	13	0.00955336501624085
10.16	0.001	13	0.00954049871621882
10.17	0.001	13	0.0095276475677305
10.18	0.001	13	0.00951481155617702
10.19	0.001	13	0.00950199066696909
10.2	0.001	13	0.00948918488552692
10.21	0.001	13	0.00947639419728031
10.22	0.001	13	0.00946361858766857
10.23	0.001	13	0.00945085804214059
10.24	0.001	13	0.00943811254615482
10.25	0.001	13	0.00942538208517922
10.26	0.001	13	0.00941266664469131
10.27	0.001	13	0.00939996621017816
10.28	0.001	13	0.0093872807671364
10.29	0.001	13	0.0093746103010722
10.3	0.001	13	0.00936195479750127
10.31	0.001	13	0.00934931424194886
10.32	0.001	13	0.00933668861994978
10.33	0.001	13	0.00932407791704841
10.34	0.001	13	0.00931148211879861
10.35	0.001	13	0.00929890121076385
10.36	0.001	13	0.00928633517851711
10.37	0.001	13	0.0092737840076409
10.38	0.001	13	0.00926124768372734
10.39	0.001	13	0.00924872619237803
10.4	0.001	13	0.00923621951920413
10.41	0.001	13	0.00922372764982636
10.42	0.001	13	0.00921125056987494
10.43	0.001	13	0.0091987882649897
10.44	0.001	13	0.00918634072081996
10.45	0.001	13	0.00917390792302459
10.46	0.001	13	0.00916148985727202
10.47	0.001	13	0.00914908650924018
10.48	0.001	13	0.0091366978646166
10.49	0.001	13	0.0091243239090983
10.5	0.001	13	0.00911196462839186
10.51	0.001	13	0.0090996200082134
10.52	0.001	13	0.00908729003428855
10.53	0.001	13	0.00907497469235252
10.54	0.001	13	0.00906267396815004
10.55	0.001	13	0.00905038784743537
10.56	0.001	13	0.0090381163159723
10.57	0.001	13	0.00902585935953417
10.58	0.001	13	0.00901361696390386
10.59	0.001	13	0.00900138911487377
10.6	0.001	13	0.00898917579824584
10.61	0.001	13	0.00897697699983154
10.62	0.001	13	0.00896479270545186
10.63	0.001	13	0.00895262290093738
10.64	0.001	13	0.00894046757212813
10.65	0.001	13	0.00892832670487373
10.66	0.273286322011646	13	0.0089260226453314
10.67	1.09142268839429	13	0.00909885578282463
10.68	1.33474184287227	13	0.00917869463328565
10.69	1.432037748365	13	0.00921166707521489
10.7	1.63060812615402	13	0.00927123516715915
10.71	1.75690245772998	13	0.00933170763177162
10.72	9.10032253652324	13	0.0170737647104247
10.73	2.04551450506313	13	0.00949394919253465
10.74	2.1139963424659	13	0.00953013785636069
10.75	2.89649448154264	13	0.0100354854540996
10.76	2.92043925256468	13	0.0100453649457596
10.77	2.94096793364742	13	0.0100565160898083
10.78	3.14097531657188	13	0.0102458901136017
10.79	3.15295517981168	13	0.0102629219846273
10.8	2.97214294368474	13	0.0101068532529976
10.81	3.16918455034871	13	0.0102782617976406
10.82	3.1854910689233	13	0.010306475723484
10.83	3.39790375084258	13	0.0104740523590679
10.84	3.43128569839774	13	0.0105026973265264
10.85	3.77467557468162	13	0.0108059549991253
10.86	3.7954933873789	13	0.0108273133492659
10.87	3.9118836361437	13	0.0109500398835626
10.88	3.94528140334802	13	0.0109762069753103
10.89	3.98289065928677	13	0.0110248088324825
10.9	4.07583883495879	13	0.0111055377465949
10.91	4.11886224131891	13	0.0111446109930046
10.92	4.93284477653759	13	0.0118642199046291
10.93	5.16650420318739	13	0.0122013944521635
10.94	5.23048381705195	13	0.0122764215460663
10.95	5.28449903555014	13	0.0123619735228297
10.96	5.35478226358367	13	0.0124486288675894
10.97	5.38687664240653	13	0.0125037295212979
10.971	4.400006	13	0.01139817
10.99	0.001	14	0.00832746498633303
11	0.001	14	0.00831574456290306
11.01	0.001	14	0.00830403862743316
11.02	0.001	14	0.00829234716513331
11.03	0.001	14	0.00828067016122407
11.04	0.001	14	0.00826900760093656
11.05	0.001	14	0.00825735946951246
11.06	0.001	14	0.00824572575220401
11.07	0.001	14	0.00823410643427404
11.08	0.001	14	0.00822250150099591
11.09	0.001	14	0.00821091093765357
11.1	0.001	14	0.00819933472954152
11.11	0.001	14	0.00818777286196481
11.12	0.001	14	0.00817622532023903
11.13	0.001	14	0.00816469208969039
11.14	0.001	14	0.0081531731556556
11.15	0.001	14	0.00814166850348193
11.16	0.001	14	0.00813017811852722
11.17	0.001	14	0.00811870198615983
11.18	0.001	14	0.00810724009175871
11.19	0.001	14	0.00809579242071333
11.2	0.001	14	0.0080843589584237
11.21	0.001	14	0.00807293969030042
11.22	0.001	14	0.0080615346017646
11.23	0.001	14	0.00805014367824785
11.24	0.001	14	0.00803876690519242
11.25	0.001	14	0.00802740426805101
11.26	0.001	14	0.0080160557522869
11.27	0.001	14	0.00800472134337391
11.28	0.001	14	0.00799340102679637
11.29	0.001	14	0.00798209478804917
11.3	0.001	14	0.00797080261263771
11.31	0.001	14	0.00795952448607791
11.32	0.001	14	0.00794826039389628
11.33	0.001	14	0.00793701032162979
11.34	0.001	14	0.00792577425482597
11.35	0.001	14	0.00791455217904286
11.36	0.001	14	0.00790334407984904
11.37	0.001	14	0.00789214994282357
11.38	0.001	14	0.00788096975355609
11.39	0.001	14	0.00786980349764672
11.4	0.001	14	0.00785865116070611
11.41	0.001	14	0.00784751272835541
11.42	0.001	14	0.00783638818622627
11.43	0.001	14	0.00782527751996091
11.44	0.001	14	0.007814180715212
11.45	0.001	14	0.00780309775764275
11.46	0.001	14	0.00779202863292689
11.47	0.001	14	0.00778097332674859
11.48	0.001	14	0.00776993182480259
11.49	0.001	14	0.00775890411279411
11.5	0.001	14	0.00774789017643887
11.51	0.001	14	0.00773689000146308
11.52	0.001	14	0.00772590357360347
11.53	0.001	14	0.00771493087860722
11.54	0.001	14	0.00770397190223205
11.55	0.001	14	0.00769302663024615
11.56	0.001	14	0.00768209504842819
11.57	0.001	14	0.00767117714256737
11.58	0.001	14	0.00766027289846334
11.59	0.001	14	0.00764938230192621
11.6	0.001	14	0.00763850533877664
11.61	0.001	14	0.00762764199484572
11.62	0.001	14	0.00761679225597504
11.63	0.001	14	0.00760595610801665
11.64	0.001	14	0.00759513353683311
11.65	0.001	14	0.00758432452829742
11.66	0.001	14	0.00757352906829306
11.67	0.001	14	0.00756274714271397
11.68	0.463828722331272	14	0.00758589235673139
11.69	0.601701431875821	14	0.0075958602836176
11.7	0.93953544679947	14	0.00764758094652627
11.71	1.1134761477582	14	0.00769548105885698
11.72	1.42045378058512	14	0.0078131611006004
11.73	1.51122419273937	14	0.00784628126739361
11.74	1.56800131493001	14	0.00786427277746217
11.75	1.60259115096493	14	0.00787146002542988
11.76	2.32337203423477	14	0.0082148697669851
11.77	2.4816391691149	14	0.00831165331072905
11.78	2.52793683732114	14	0.0083313984115085
11.79	2.5414398200594	14	0.00833980470266517
11.8	2.58251504350208	14	0.00837039162101083
11.81	2.73147549548046	14	0.00848379743418973
11.82	2.76108662666702	14	0.00849802892748191
11.83	2.82149792207488	14	0.00854615267921603
11.84	2.84106269191666	14	0.00857253896748736
11.85	2.85762217878538	14	0.00859672277438467
11.86	2.99897587047632	14	0.00869917644572156
11.87	3.02504755084332	14	0.00871619652523047
11.88	3.07484189935404	14	0.00875973474395341
11.89	3.35290946463848	14	0.00893519671878859
11.9	3.43127988623729	14	0.00902364208320961
11.91	3.45600086417674	14	0.00904411649473743
11.92	3.49861826495026	14	0.00908823419539471
11.93	3.57265380842954	14	0.00916333165806901
11.94	3.6007353091121	14	0.00918194245393657
11.95	3.67125805241456	14	0.00924784798100517
11.96	3.69438654365722	14	0.00926166081161345
11.97	3.73908500603984	14	0.00929995541797285
11.98	3.77246969614513	14	0.00932588488459311
11.99	3.82995499819448	14	0.0093620137454286
12	3.86016465268381	14	0.00938675790295105
12.01	3.88894374381329	14	0.00941094638625932
12.02	3.9037254596532	14	0.00942197957320339
12.03	4.59174198213242	14	0.0099937930784023
12.04	4.65117278646304	14	0.0100453901406081
12.05	4.89303763379519	14	0.0103384686243159
12.06	4.90589237421878	14	0.0103595834843381
12.07	4.94850876074155	14	0.0104070546431728
12.08	9.104128983835	14	0.0152528595835504
12.09	4.97146039338564	14	0.01045756238687
12.1	4.97872853598949	14	0.0104697776118182
12.11	5.01627512231743	14	0.0105114472762687
12.12	5.08699407935754	14	0.0106323237784979
12.13	5.10369865827164	14	0.0106554712713208
12.14	5.19183195232832	14	0.0107873054112424
12.15	5.47902635607972	14	0.0110077974885425
12.16	5.49700578236732	14	0.0110321694907876
12.17	5.523248	14	0.01107486
12.18	6.83361291302437	14	0.012636444798222
12.19	7.01971172406538	14	0.0128448438085864
12.2	0.001	15	0.00681913118276961
12.21	0.001	15	0.00680905738373429
12.22	0.001	15	0.00679899673339905
12.23	0.001	15	0.00678894921741753
12.24	0.001	15	0.00677891482145471
12.25	0.001	15	0.00676889353118699
12.26	0.001	15	0.00675888533230209
12.27	0.001	15	0.00674889021049912
12.28	0.001	15	0.00673890815148852
12.29	0.001	15	0.00672893914099215
12.3	0.001	15	0.00671898316474317
12.31	0.001	15	0.0067090402084861
12.32	0.001	15	0.00669911025797684
12.33	0.001	15	0.0066891932989826
12.34	0.001	15	0.00667928931728196
12.35	0.001	15	0.00666939829866482
12.36	0.001	15	0.00665952022893245
12.37	0.001	15	0.00664965509389741
12.38	0.001	15	0.00663980287938365
12.39	0.001	15	0.00662996357122639
12.4	0.001	15	0.00662013715527222
12.41	0.001	15	0.00661032361737902
12.42	0.001	15	0.00660052294341603
12.43	0.001	15	0.00659073511926376
12.44	0.001	15	0.00658096013081409
12.45	0.001	15	0.00657119796397016
12.46	0.001	15	0.00656144860464645
12.47	0.001	15	0.00655171203876874
12.48	0.001	15	0.00654198825227408
12.49	0.001	15	0.00653227723111089
12.5	0.001	15	0.00652257896123882
12.51	0.001	15	0.00651289342862886
12.52	0.001	15	0.00650322061926324
12.53	0.001	15	0.00649356051913553
12.54	0.001	15	0.00648391311425055
12.55	0.001	15	0.00647427839062442
12.56	0.001	15	0.00646465633428452
12.57	0.001	15	0.00645504693126954
12.58	0.001	15	0.00644545016762939
12.59	0.001	15	0.0064358660294253
12.6	0.001	15	0.00642629450272973
12.61	0.001	15	0.00641673557362643
12.62	0.643408126026164	15	0.0064722503782663
12.63	0.807871422325251	15	0.00650030025089406
12.64	0.865705963343914	15	0.00650596868539917
12.65	0.924658325922472	15	0.00651302430935932
12.66	0.977791170535887	15	0.00651937798428923
12.67	1.85027217378791	15	0.00680787229888841
12.68	2.06611157097196	15	0.0068933343418191
12.69	2.09609261159255	15	0.00690947079022404
12.7	2.15982067711548	15	0.00694202632902696
12.71	2.18835449745665	15	0.00696100312865921
12.72	2.21394012465647	15	0.00698161242515323
12.73	2.34381528885432	15	0.00705767981464108
12.74	2.37037042778179	15	0.00707029514553485
12.75	2.40789978669693	15	0.00709393610808718
12.76	2.43603998553808	15	0.00710659243683761
12.77	2.47896546881678	15	0.00713382669312168
12.78	2.56519881820889	15	0.00720066629129322
12.79	2.61934808445878	15	0.00724027821722345
12.8	2.66686435365639	15	0.00727466729463883
12.81	2.70568532710995	15	0.00730150795353219
12.82	2.90121818446681	15	0.00737538544968155
12.83	2.99624371954068	15	0.00745722584098712
12.84	3.0275193044172	15	0.00748187556122299
12.85	3.1045403858289	15	0.00755899967137061
12.86	3.14095841653836	15	0.00759086343148647
12.87	3.17738792272336	15	0.00762031144780401
12.88	3.27603686684702	15	0.00768535268619917
12.89	3.31867482813866	15	0.00772311838906473
12.9	3.33732685763929	15	0.00772930413203593
12.91	3.35351021312257	15	0.00773604815120811
12.92	3.38276769820909	15	0.00775707278386039
12.93	3.3897023084294	15	0.00776040958855462
12.94	3.48994989127461	15	0.00785327563142018
12.95	3.51067806039649	15	0.00786564949624099
12.96	3.52856262860033	15	0.00787498934022232
12.97	3.57320758578135	15	0.00788224519240897
12.98	3.61880686924249	15	0.00793121457335262
12.99	3.64044379601481	15	0.00794051231111184
13	4.11284098498472	15	0.00825337809419251
13.01	3.66851520356483	15	0.00795835815959811
13.02	3.73713885120714	15	0.00799364381000105
13.03	4.37155799361601	15	0.00850593689615938
13.04	4.37979240996322	15	0.00852734210081797
13.05	4.57670550870717	15	0.00873541397576217
13.06	4.58398346305281	15	0.00874736134533848
13.07	4.59145158387294	15	0.00875933276728674
13.08	4.59900363208888	15	0.00877131834097772
13.09	4.60643315226758	15	0.00878329977746629
13.1	4.61553064678648	15	0.00879544059265355
13.11	4.63379298554585	15	0.00882076627614022
13.12	4.65494897996901	15	0.00885153033251242
13.13	4.67688693058806	15	0.00888340204263381
13.14	4.6887891433695	15	0.0088960988357655
13.15	4.97729150223853	15	0.00916858341094913
13.16	4.99577041274668	15	0.00918435423445694
13.17	5.0262591746089	15	0.0092082149710807
13.18	5.5200981438968	15	0.00971125562305547
13.19	5.10691579384656	15	0.00931200923451206
13.2	5.11375215755774	15	0.00931466603309995
13.21	5.75961449832343	15	0.00995123897443065
13.22	5.14949654012541	15	0.00936606986166309
13.23	6.14410757435524	15	0.0103851270070587
13.24	6.14748730452427	15	0.0103970978997271
13.25	6.15085976456789	15	0.0104090762102075
13.26	6.28513541129577	15	0.0105271361165183
13.27	7.60468152961757	15	0.0120808683231912
13.28	7.85820126307729	15	0.0123214657923462
13.29	8.12504416975716	15	0.0125539560683014
13.3	8.31450528585549	15	0.0127330077953964
13.31	8.32452461849214	15	0.0127516801624186
13.32	8.33577727657244	15	0.0127736653989366
13.33	8.3470255792785	15	0.0127956585446649
13.34	8.35826807831747	15	0.0128176556388291
13.35	8.36741628272844	15	0.0128340642611434
13.36	8.3762200280471	15	0.0128495638856922
13.37	8.62974633412725	15	0.0131504815760709
13.38	8.63607036610043	15	0.0131649624880444
13.39	8.64239271212378	15	0.0131794501266569
13.4	8.8105307070977	15	0.0134044983412423
13.41	8.81857809707421	15	0.0134204851955314
13.42	8.82662321834388	15	0.013436477573257
13.43	8.88470741334029	15	0.0134944081242004
13.44	9.12694960279223	15	0.01370021079871
13.45	9.13755716729896	15	0.0137169053586154
13.46	9.43536939306054	15	0.0139853578203739
13.47	9.46836023210225	15	0.0140218971448176
13.48	9.47706391347	15	0.0140372476583991
13.49	1.26425468285864	16	0.00564019978794008
13.5	1.38653721165558	16	0.00567655305333047
13.51	1.46571991139534	16	0.00570086019850347
13.52	1.65141575310473	16	0.00574672218861568
13.53	1.74216399911181	16	0.00578966941519575
13.54	1.8066159724463	16	0.00581918009990498
13.55	1.84642056088085	16	0.00583896498119787
13.56	1.92170352844042	16	0.00587353041741478
13.57	1.9637480543671	16	0.00589170939540106
13.58	2.00705362048948	16	0.00591196141528346
13.59	2.05305390491234	16	0.00593476187611893
13.6	2.10282479145807	16	0.00595902648597465
13.61	2.15876761899482	16	0.00598558836036718
13.62	2.21285987111299	16	0.0060119507182115
13.63	2.25012727665312	16	0.00603311302698301
13.64	2.26340906916193	16	0.00604382055728384
13.65	2.30420614595896	16	0.0060690766246084
13.66	2.54569788576683	16	0.00616955962038045
13.67	2.60195955005493	16	0.00620614324626706
13.68	2.63432436443117	16	0.0062238204322878
13.69	2.6662693799148	16	0.00624146541171384
13.7	2.74214182742829	16	0.00630465482435806
13.71	2.79700592262186	16	0.00635024371230552
13.72	2.81776346406168	16	0.00636216725098421
13.73	2.87840010214065	16	0.00640486377341772
13.74	2.9574796220343	16	0.00645293702259552
13.75	2.98155551970839	16	0.0064660657394325
13.76	3.00002708471356	16	0.00647178449026885
13.77	3.06135962925727	16	0.00650124369610305
13.78	3.06510726020653	16	0.0065102830244897
13.79	3.10952123831659	16	0.00655079692258902
13.8	3.15303331589665	16	0.00658037654786495
13.81	3.16578980621315	16	0.00658837060335564
13.82	3.21355737784202	16	0.00660163706159846
13.83	3.29003317000369	16	0.00664138404821023
13.84	3.29763863453395	16	0.00664913550185962
13.85	3.30522135626365	16	0.00665689200658382
13.86	3.3127811171577	16	0.00666465266312685
13.87	3.6682614488771	16	0.00683140051381208
13.88	3.69763625475487	16	0.00684611539399813
13.89	3.76202691120065	16	0.00691447243800878
13.9	3.79661930478784	16	0.00694767320582999
13.91	3.9807572423892	16	0.00709520475631109
13.92	4.0131385163853	16	0.00711809801582148
13.93	4.0724136226319	16	0.00715796482570454
13.94	4.08688914053044	16	0.00719861215700011
13.95	4.15485843119141	16	0.00725133899324963
13.96	4.1692914414672	16	0.00726655938515843
13.97	4.2616824618131	16	0.00735882430627111
13.98	4.28454493407321	16	0.00740731035425944
13.99	4.30736992938815	16	0.00741855506894543
14	4.32085809671812	16	0.00743799979554208
14.01	4.32339016470763	16	0.00744823618232312
14.02	4.33480687501582	16	0.00747619010495925
14.03	4.34446182595484	16	0.00748549516502625
