Del_FPP	alpha0	nC_FPP	p_FPP
7.9	1	11	0.0117497988778604
7.91	1	11	0.0117311181557095
7.92	1	11	0.0117124632161811
7.93	1	11	0.0116938340306122
7.94	1	11	0.0116752305703606
7.95	1	11	0.0116566528068043
7.96	1	11	0.0116381007113417
7.97	1	11	0.0116195742553919
7.98	1	11	0.0116010734103943
7.99	1	11	0.0115825981478087
8	1	11	0.0115641484391156
8.01	1	11	0.0115457242558158
8.02	1	11	0.0115273255694305
8.03	1	11	0.0115089523515016
8.04	1	11	0.0114906045735913
8.05	1	11	0.0114722822072824
8.06	1	11	0.0114539852241781
8.07	1	11	0.0114357135959022
8.08	1	11	0.0114174672940988
8.09	1	11	0.0113992462904326
8.1	1	11	0.011381050556589
