Del_APP	delta0	nC_APP	p_APP
16.37	0	19	0.00549623978908559
16.38	0	19	0.00549160077415612
16.39	0	19	0.00548700260822988
16.4	0	19	0.00548241197587101
16.41	0	19	0.00547782886810348
16.42	0	19	0.00547325327596525
16.43	0	19	0.00546868519050836
16.44	0	19	0.00546345988955009
16.45	0	19	0.00545379754136381
16.46	0	19	0.00544414953354559
16.47	0	19	0.00543451585169601
16.48	0	19	0.00542489648141465
16.49	0	19	0.0054152914083001
16.5	0	19	0.00541065928072057
16.51	0	19	0.00540608031841335
16.52	0	19	0.00540150889271056
16.53	0	19	0.00539700695374593
16.54	0	19	0.00538983172173203
16.55	0	19	0.00538513204146806
16.56	0	19	0.00538392351504198
16.57	0	19	0.00537932672755398
16.58	0	19	0.00536942745284403
16.59	0	19	0.00535956076676591
16.6	0	19	0.00534977807878121
16.61	0	19	0.00534001086884959
16.62	0	19	0.00533112970639212
16.63	0	19	0.00532574343755539
16.64	0	19	0.0053203655136927
16.65	0	19	0.00531499592405445
16.66	0	19	0.0053096346579057
16.67	0	19	0.00530428170452621
16.68	0	19	0.00529789562422603
16.69	0	19	0.00528959192215886
16.7	0	19	0.00528448868615147
16.71	0	19	0.00528371634457252
16.72	0	19	0.00527843449633989
16.73	0	19	0.00527316075945403
16.74	0	19	0.00526789512369664
16.75	0	19	0.00526263757886328
16.76	0	19	0.00525738811476326
16.77	0	19	0.00525214672121975
16.78	0	19	0.00524691338806967
16.79	0	19	0.00524168810516375
16.8	0	19	0.00523647086236647
16.81	0	19	0.00522941755787975
16.82	0	19	0.00522025335612649
16.83	0	19	0.00521110201456415
16.84	0	19	0.00520196352255285
16.85	0	19	0.00519285506779691
16.86	0	19	0.00518383219471425
16.87	0	19	0.00517482208114737
16.88	0	19	0.00516582471626044
16.89	0	19	0.00515684008921009
16.9	0	19	0.00514786818914543
16.91	0	19	0.00513890900520815
16.92	0	19	0.00512996252653253
16.93	0	19	0.00512102874224552
16.94	0	19	0.00511404761568592
16.95	0	19	0.0051073709939708
16.96	0	19	0.00510268149313022
16.97	0	19	0.00509799945663323
16.98	0.00204259418822717	19	0.00511018507535552
16.99	0.0132705414315	19	0.00516302609929925
17	0.0158289252895136	19	0.00517866704986553
17.01	0.0186013671621515	19	0.00519115931837171
17.02	0.0208193483915057	19	0.00520038152125309
17.03	0.0237096004711831	19	0.00521401277727988
17.04	0.121799524351346	19	0.00563894180817823
17.05	0.125242833150973	19	0.00566485643459353
17.06	0.134811555442061	19	0.0057159034145031
17.07	0.148357571687202	19	0.00576715031865016
17.08	0.148912563074786	19	0.00577935253308416
17.09	0	20	0.00493946728314912
17.1	0	20	0.0049312656849481
17.11	0	20	0.00492637014272879
17.12	0	20	0.00491830233085383
17.13	0	20	0.00490935416701067
17.14	0	20	0.00490041919556843
17.15	0	20	0.00489149740442097
17.16	0	20	0.0048825887814557
17.17	0	20	0.00487369331455354
17.18	0	20	0.00486528356263638
17.19	0	20	0.00485706547675491
17.2	0	20	0.00484885762732216
17.21	0	20	0.00484066001020226
17.22	0	20	0.00483247262123921
17.23	0	20	0.00482435132860551
17.24	0	20	0.00482370650336466
17.25	0	20	0.00482464383457733
17.26	0	20	0.00482558712993101
17.27	0	20	0.00482653639313938
17.28	0	20	0.00482749162792994
17.29	0	20	0.00482498865918066
17.3	0	20	0.00481625400635919
17.31	0	20	0.00480753206240638
17.32	0	20	0.00479882281623479
17.33	0	20	0.00479012625674878
17.34	0	20	0.00478144237284459
17.35	0	20	0.00477277115341029
17.36	0	20	0.00476420037596241
17.37	0	20	0.00475565172073484
17.38	0	20	0.00474711561778493
17.39	0	20	0.00473859205585932
17.4	0	20	0.00473008102369769
17.41	0	20	0.00472158251003274
17.42	0	20	0.00471309650359024
17.43	0	20	0.00470462299308921
17.44	0	20	0.00469616196724181
17.45	0	20	0.00468771341475345
17.46	0	20	0.00468170940357009
17.47	0	20	0.004677538512807
17.48	0	20	0.00467347093501123
17.49	0	20	0.00466944014290694
17.5	0	20	0.00466541616940747
17.51	0	20	0.00466139900604496
17.52	0	20	0.00465738864436524
17.53	0	20	0.0046533850759279
17.54	0	20	0.00464938829230635
17.55	0	20	0.00464539828508768
17.56	0	20	0.00464141504587272
17.57	0	20	0.00463743856627605
17.58	0	20	0.00463346883792588
17.59	0	20	0.00462950585246416
17.6	0	20	0.00462554960154652
17.61	0	20	0.00462160007684223
17.62	0	20	0.00461805337581627
17.63	0	20	0.00461466143255664
17.64	0	20	0.0046112757223865
17.65	0	20	0.00460789623829998
17.66	0	20	0.00460452297330429
17.67	0	20	0.0046011559204194
17.68	0	20	0.00459779507267824
17.69	0	20	0.00459444042312665
17.7	0	20	0.00459109196482333
17.71	0	20	0.00458774969083985
17.72	0	20	0.00458441359426062
17.73	0	20	0.00458108366818293
17.74	0	20	0.0045777599057169
17.75	0	20	0.00457444229998546
17.76	0	20	0.00456646376707909
17.77	0	20	0.00455906100979665
17.78	0	20	0.00455508974405609
17.79	0	20	0.00455120437033924
17.8	0	20	0.00454737834587209
17.81	2.89124227673628e-05	20	0.00454373308987732
17.82	0.0122623374926215	20	0.00457136159817071
17.83	0.0128697364084693	20	0.00456568888540499
17.84	0.0217067954010795	20	0.00459716540753372
17.85	0.0219297973483421	20	0.00459575904194983
17.86	0.0221081273498092	20	0.00460025463051804
17.87	0.0251151328229042	20	0.00461500700756261
17.88	0.0251644820363237	20	0.00461865790532697
17.89	0.0253742842990542	20	0.00462666970208909
17.9	0.0254933985080923	20	0.00463224505828162
17.91	0.0254096342871575	20	0.0046323146392824
17.92	0.0291724590425793	20	0.00464755603608298
17.93	0.0300715937181865	20	0.00465485224854593
17.94	0.0311357675045891	20	0.00466399728928892
17.95	0.0317836932626629	20	0.00466870150074411
17.96	0.0454923093161629	20	0.00470932918835837
17.97	0.0471489456779	20	0.00472306479214417
17.98	0.068103766220413	20	0.00474948957580064
17.99	0.084157403735609	20	0.00480274705552018
18	0.108147879998515	20	0.00486863446407974
18.01	0.10867658122629	20	0.00487731566172231
18.02	0.109201671348487	20	0.00488598989310968
18.03	0.110333245003284	20	0.0048975835337084
18.04	0.115290593033856	20	0.00492358119065922
18.05	0.115815279885015	20	0.00493219174603855
18.06	0.116348056751541	20	0.00494099076771948
18.07	0.116871518223358	20	0.00494968763451551
18.08	0.117379775809494	20	0.00495831863158856
18.09	0.117713107920024	20	0.00496431588044199
18.1	0.11832063557592	20	0.00497517690564781
18.11	0.11969953404824	20	0.00498526845095756
18.12	0.119693550469214	20	0.00498822615684149
18.13	0.119688084132727	20	0.00499120627421417
18.14	0.119839580193316	20	0.0049938177721866
18.15	0.130290899441003	20	0.00505457059005371
18.16	0.131041409429597	20	0.00505349096445783
18.17	0	21	0.00433583780175716
18.18	0	21	0.0043343108581196
18.19	0	21	0.00433278037892947
18.2	0	21	0.00432856856066256
18.21	0	21	0.00432010674619317
18.22	0	21	0.00431165905549353
18.23	0	21	0.00430322547078162
18.24	0	21	0.00429480597428434
18.25	0	21	0.00428640054823741
18.26	0	21	0.00427897961999305
18.27	0	21	0.00427273647584891
18.28	0	21	0.00426649831623749
18.29	0	21	0.00426029243301089
18.3	0	21	0.00425416442391361
18.31	0	21	0.0042480412405584
18.32	0	21	0.00424192288846085
18.33	0	21	0.00423631063014424
18.34	0	21	0.00423191026058021
18.35	0	21	0.00422751699777
18.36	0	21	0.00422313083223078
18.37	0	21	0.00421875175449393
18.38	0	21	0.00421437975510487
18.39	0	21	0.00421001482462316
18.4	0	21	0.00420565695362245
18.41	0	21	0.00420130613269042
18.42	0	21	0.00419696235242883
18.43	0	21	0.00419262560345349
18.44	0	21	0.00418829587639419
18.45	0	21	0.00418397316189476
18.46	0	21	0.00417965745061304
18.47	0	21	0.00417534873322082
18.48	0	21	0.00417104700040389
18.49	0	21	0.00416675224286195
18.5	0	21	0.00416251225100237
18.51	0	21	0.00415832339627574
18.52	0	21	0.00415414150109903
18.53	0	21	0.00414996655596637
18.54	0	21	0.00414579855138673
18.55	0	21	0.00414163747788381
18.56	0	21	0.0041374833259961
18.57	0	21	0.00413333608627684
18.58	0	21	0.004129195749294
18.59	0	21	0.00412506230563026
18.6	0	21	0.00412093574588304
18.61	0	21	0.00411681606066439
18.62	0	21	0.00411270324060113
18.63	0	21	0.00410859727633463
18.64	0	21	0.00410449815852098
18.65	0	21	0.00410040587783086
18.66	0	21	0.00409632042494962
18.67	0	21	0.00409376967125578
18.68	0	21	0.00409142259948052
18.69	0	21	0.00408908084976616
18.7	0	21	0.00408674441715424
18.71	0	21	0.00408074334385695
18.72	0	21	0.00407406201054246
18.73	0	21	0.00406759525074287
18.74	0	21	0.00406345252296067
18.75	0.00180467446547772	21	0.00406648853875873
18.76	0.00490271440754328	21	0.00407937583906454
18.77	0.0148833555607594	21	0.00411275104428334
18.78	0.0239047425389	21	0.00411648708464777
18.79	0.0253634907326995	21	0.0041095618485612
18.8	0.0268705887209606	21	0.0041068118783268
18.81	0.0325599358600355	21	0.0041191841864312
18.82	0.0335043741557563	21	0.00412353866815198
18.83	0.0338022838595864	21	0.00412513165115413
18.84	0.0341942193790167	21	0.00412774037452416
18.85	0.034391500435887	21	0.00412829469376377
18.86	0.0346838478886324	21	0.00412987560928053
18.87	0.0349734158571814	21	0.00413144239368034
18.88	0.0364222228781141	21	0.00413603153074604
18.89	0.0453063258263138	21	0.00414873145107454
18.9	0.045759619091547	21	0.00415466181426751
18.91	0.0462105310716292	21	0.0041605936130791
18.92	0.0510330815711012	21	0.00418191121805603
18.93	0.0518171999328601	21	0.0041872092444373
18.94	0.0538088495614863	21	0.00419030063751113
18.95	0.0622207992151578	21	0.00420862436288008
18.96	0.066894765160734	21	0.00422998532587952
18.97	0.0673453159799753	21	0.00423908574358895
18.98	0.0673484443270872	21	0.0042400537417132
18.99	0.0677890944593991	21	0.00424903738472378
19	0.0682279339470721	21	0.00425803514934329
19.01	0.0686647860677092	21	0.0042670436095899
19.02	0.068862393480273	21	0.00426827076841338
19.03	0.0690751074294049	21	0.00427260946331473
19.04	0.0724934994248599	21	0.00428778148810076
19.05	0.0782964182032861	21	0.00430723968262016
19.06	0.080426901653889	21	0.00431518061384623
19.07	0.0858690642070583	21	0.0043272486862953
19.08	0.0937929094507215	21	0.00434896601450359
19.09	0.0994891305276101	21	0.00437337369110605
19.1	0.105000768616758	21	0.00439115347869586
19.11	0.108146281228558	21	0.00439244474650446
19.12	0.1087281710274	21	0.00439056784367929
19.13	0.110210248681795	21	0.00439229105334504
19.14	1.96152853560141	21	0.0212708666188258
19.15	1.96788746325969	21	0.0212708506110643
19.16	1.97432155545599	21	0.0212708643051078
19.17	1.9572367581529	21	0.0212708422071697
19.18	1.95630344042546	21	0.0212708601235691
19.19	1.96100415749949	21	0.0212708714758133
19.2	1.96487098563193	21	0.021270860917545
19.21	1.95862258745378	21	0.0212708740261675
19.22	1.95793855132338	21	0.0212708534232047
19.23	1.96703611710362	21	0.0212708521693195
19.24	1.96928728444093	21	0.0212708732790447
19.25	1.96530332358531	21	0.0212708647082332
19.26	1.97686511288715	21	0.0212708437661071
19.27	1.9860459229752	21	0.0212708702106827
19.28	1.98193359223713	21	0.0212708448533136
19.29	1.977857773408	21	0.0212708902152016
19.3	1.97381555823415	21	0.0212708727068789
19.31	1.96980724370697	21	0.0212708432843962
19.32	1.97510433650349	21	0.0212708624330511
19.33	1.98090820563324	21	0.0212708474604027
19.34	1.98677530190663	21	0.0212708674732277
19.35	1.99270573282683	21	0.0212708512517819
19.36	1.9998296625713	21	0.0212708505634691
19.37	2.00968890970102	21	0.0212708586414605
19.38	2.01972663299494	21	0.0212708516642852
19.39	2.01661897783328	21	0.0212708444025609
19.4	2.0119137393212	21	0.0212708474009322
19.41	2.00756668796572	21	0.0212708466928622
19.42	2.00325950252453	21	0.0212708719642907
19.43	2.00452976518989	21	0.0212708779579769
19.44	2.01254038029796	21	0.0212708630835009
19.45	2.01784109004366	21	0.0212708678878283
19.46	2.02244016901682	21	0.0212708532503455
19.47	2.02707909384547	21	0.0212708417837626
19.48	2.03175943985416	21	0.0212708756012011
19.49	2.02890035736103	21	0.0212708694935716
19.5	2.02160264305403	21	0.0212708551411905
19.51	2.01442092788173	21	0.0212708658118445
19.52	2.0073504705704	21	0.0212708417232439
19.53	2.00236283271405	21	0.0212708440967192
19.54	2.02205705382344	21	0.0212708514312467
19.55	2.04244655772984	21	0.0212708420370676
19.56	2.06359027095707	21	0.0212708440575494
19.57	2.06386737717011	21	0.0212708763445181
19.58	2.0596965157229	21	0.0212708579863228
19.59	2.05556162455333	21	0.0212708456371959
19.6	2.06150624557332	21	0.0212708586475712
19.61	2.07312096486354	21	0.0212708469790929
19.62	2.08498891637247	21	0.0212708434705957
19.63	2.09712265257963	21	0.0212708631130058
19.64	2.10953365173747	21	0.0212708530630841
19.65	2.11834092623308	21	0.0212708543468208
19.66	2.12390399022629	21	0.0212708564397702
19.67	2.14856336878297	21	0.0212708545367632
19.68	2.14315481417428	21	0.0212708696925529
19.69	2.14095587804065	21	0.0212708614142424
19.7	2.14676524198702	21	0.0212708545602191
19.71	2.14835277444629	21	0.0212708669011875
19.72	2.14165423242184	21	0.0212708649934715
19.73	2.1395386413706	21	0.0212708627924376
19.74	2.14346529577214	21	0.021270862518896
19.75	2.15192892923649	21	0.0212708689814398
19.76	2.16053117660871	21	0.0212708712558101
19.77	2.1692768605188	21	0.021270867881305
19.78	2.17817096507263	21	0.0212708523356262
19.79	2.18721964481751	21	0.0212708648434801
19.8	2.19642747426619	21	0.02127084743189
19.81	2.20580144024982	21	0.0212708516476736
19.82	2.21534737188524	21	0.0212708504247467
19.83	2.2250722367934	21	0.0212708569226683
19.84	2.23353725388859	21	0.0212708470176518
19.85	2.22955007690985	21	0.0212708508573572
19.86	2.22559468153809	21	0.0212708482526259
19.87	2.22165465343152	21	0.021270852819514
19.88	2.18296459638423	21	0.0212708434459755
19.89	2.14867068825833	21	0.0212708655902449
19.9	2.1364194916163	21	0.0212708637406077
19.91	2.12449365386292	21	0.021270860384471
19.92	2.12627340798693	21	0.0212708732900439
19.93	2.13357546397172	21	0.0212708748472556
19.94	2.1409800489203	21	0.0212708553652944
19.95	2.14849127610898	21	0.0212708703725319
19.96	2.15611123916986	21	0.0212708582564265
19.97	2.16384415786801	21	0.0212708646243445
19.98	2.16171919508986	21	0.0212708451503535
19.99	2.15572612857607	21	0.0212708563360884
20	2.1498078466333	21	0.021270880400563
20.01	2.14396167173209	21	0.0212708684852654
20.02	2.13818687541169	21	0.0212708797428008
20.03	2.13248096600281	21	0.0212708685445488
20.04	2.12684334560055	21	0.0212708945378533
20.05	2.11646216867354	21	0.0212708420074117
20.06	2.098561324639	21	0.0212708466938865
20.07	2.08152764004847	21	0.0212708684319638
20.08	2.08819039406116	21	0.0212708425222215
20.09	2.08008637580406	21	0.0212708535330668
20.1	2.0792791231468	21	0.0212708683325805
20.11	2.06979864810442	21	0.0212708546850419
20.12	2.06051428291015	21	0.0212708521926536
20.13	2.05141830796124	21	0.0212708607838942
20.14	2.05499090120733	21	0.0212708499439918
20.15	2.06512437084244	21	0.0212708638774192
20.16	2.06393710999858	21	0.0212708624028089
20.17	2.06521080650277	21	0.0212708423033043
20.18	2.05421709553395	21	0.0212708572753415
20.19	2.05512514421415	21	0.0212708493548318
20.2	2.05358394617907	21	0.0212708705893672
20.21	2.06069042125644	21	0.0212708514878846
20.22	2.06550966371415	21	0.0212708582476387
20.23	2.05762105356805	21	0.021270846050404
20.24	2.06008024767883	21	0.0212708422253121
20.25	2.0688966805741	21	0.0212708481139347
20.26	2.06698276504999	21	0.0212708738565057
20.27	2.06324847633485	21	0.0212708509423161
20.28	2.06703225157968	21	0.0212708466660282
20.29	2.07082135803903	21	0.0212708562295924
20.3	2.06739162123673	21	0.0212708576316993
20.31	2.06232800693283	21	0.0212708635673507
20.32	2.05971861787447	21	0.0212708452455664
20.33	2.05592773227956	21	0.0212708607075473
20.34	2.05216632156524	21	0.0212708771168263
20.35	2.04894114154739	21	0.0212708543650709
20.36	2.04472869022988	21	0.0212708507214033
20.37	2.0471988156043	21	0.0212708680691731
20.38	2.05281878683787	21	0.0212708504332896
20.39	2.05153964046296	21	0.0212708508838619
20.4	2.04877948476903	21	0.0212708517954164
20.41	2.04603402956387	21	0.0212708419696772
20.42	2.04530975935469	21	0.0212708595638831
20.43	2.05178523588863	21	0.0212708618929495
20.44	2.06069946456619	21	0.0212708564052131
20.45	2.06959463018043	21	0.0212708605619738
20.46	2.07546487489783	21	0.0212708595631393
20.47	2.08299845352796	21	0.0212708545764026
20.48	2.09064024790407	21	0.0212708537335761
20.49	2.09838633875598	21	0.0212708803292319
20.5	2.09940015451094	21	0.0212708675519718
20.51	2.0958742238496	21	0.0212708538583673
20.52	2.11356015314553	21	0.0212708509001621
20.53	2.1305935184854	21	0.0212708445994435
20.54	2.13896036189413	21	0.021270864436075
20.55	2.147461930901	21	0.0212708636356272
20.56	2.15610324069092	21	0.0212708603470486
20.57	2.16488937677224	21	0.0212708637192892
20.58	2.1660722464592	21	0.0212708624716854
20.59	2.16063301123111	21	0.0212708466924209
20.6	2.16370597355222	21	0.0212708588139976
20.61	2.17181390289403	21	0.0212708588726679
20.62	2.18004989292973	21	0.0212708680490683
20.63	2.18717710176219	21	0.0212708586219897
20.64	2.181184714791	21	0.0212708552104646
20.65	2.17435227377804	21	0.0212708549568828
20.66	2.1676172024993	21	0.0212708611334175
20.67	2.16097624261139	21	0.0212708416983145
20.68	2.15442784985798	21	0.0212708587925749
20.69	2.14796859927855	21	0.0212708577796824
20.7	2.150140242417	21	0.0212708600753268
20.71	2.15554802600543	21	0.0212708803440086
20.72	2.1624041194399	21	0.0212708511407842
20.73	2.16935232244449	21	0.0212708668789627
20.74	2.18771896876945	21	0.0212708530551578
20.75	2.18353246821901	21	0.0212708704163236
20.76	2.17241201959372	21	0.0212708665241875
20.77	2.16337789364546	21	0.0212708529236416
20.78	2.15992337540744	21	0.0212708702901634
20.79	2.16734612180927	21	0.0212708824863772
20.8	2.17401043226354	21	0.0212708949366007
20.81	2.16763861695015	21	0.021270851532701
20.82	2.17003942869789	21	0.0212708518455734
20.83	2.17652088534377	21	0.021270868348689
20.84	2.17030342602437	21	0.0212708770453626
20.85	2.17614187152313	21	0.0212708566503257
20.86	2.18375877411191	21	0.0212708539989534
20.87	2.19148901276826	21	0.0212708616027664
20.88	2.19933563826858	21	0.0212708515076878
20.89	2.18079221775775	21	0.0212708480818466
20.9	2.1557294584196	21	0.021270845641309
20.91	2.13205312242054	21	0.0212708474772897
20.92	2.11394717363278	21	0.0212708591259324
20.93	2.11287491169273	21	0.0212708494939601
20.94	2.11863500725976	21	0.0212708561171432
20.95	2.12864002391021	21	0.0212708591573693
20.96	2.13792952641433	21	0.021270876357556
20.97	2.13022781873577	21	0.0212708523522301
20.98	2.11980557332341	21	0.021270843012677
20.99	2.12273561595689	21	0.0212708449565077
21	2.12422127006192	21	0.0212708514756487
21.01	2.1228977857217	21	0.0212708512434806
21.02	2.12241688269194	21	0.0212708521265855
21.03	2.10448018380344	21	0.0212708444829051
21.04	2.09643953219184	21	0.0212708468838656
21.05	2.08974205918472	21	0.0212708760171436
21.06	2.09376061589367	21	0.0212708641639485
21.07	2.09822283310764	21	0.0212708598906326
21.08	2.10245296348803	21	0.021270861403621
21.09	2.09068412273471	21	0.0212708571337696
21.1	2.09335891269344	21	0.0212708606528508
21.11	2.09798342497731	21	0.0212708576329939
21.12	2.10264877825147	21	0.0212708558476078
21.13	2.10621228601643	21	0.0212708539557354
21.14	2.10510299279736	21	0.0212708678452122
21.15	2.1044083604691	21	0.0212708461318926
21.16	2.09519191594547	21	0.0212708690544394
21.17	2.08615802454255	21	0.0212708578428605
21.18	2.07916721032694	21	0.0212708751343605
21.19	2.07393832897187	21	0.0212708645663614
21.2	2.07379904064456	21	0.0212708580064803
21.21	2.07298666859446	21	0.0212708660538413
21.22	2.07728459719679	21	0.0212708607477558
21.23	2.0816173090732	21	0.0212708441891859
21.24	2.08360471427633	21	0.0212708537500804
21.25	2.08044722978464	21	0.0212708518098337
21.26	2.07726632403407	21	0.0212708566474292
21.27	2.06916452115442	21	0.0212708585925643
21.28	2.07106741949759	21	0.0212708570719126
21.29	2.07548577164908	21	0.021270846280072
21.3	2.07914180738943	21	0.0212708494682646
21.31	2.07785395271363	21	0.0212708574585204
21.32	2.07416769284405	21	0.0212708645867761
21.33	2.07813647527501	21	0.0212708502154793
21.34	2.07442154682011	21	0.0212708590100516
21.35	2.07073464119406	21	0.0212708617099454
21.36	2.06847465507561	21	0.0212708432407475
21.37	2.07390550017767	21	0.021270853874695
21.38	2.07829966898957	21	0.0212708648731055
21.39	2.06550253571866	21	0.0212708431682588
21.4	2.0590485221452	21	0.0212708589235919
21.41	2.05500614893406	21	0.0212708458646012
21.42	2.05343494400049	21	0.0212708786231488
21.43	2.06233608091661	21	0.0212708640310629
21.44	2.06607566773203	21	0.021270862716451
21.45	2.06359121501663	21	0.021270866623205
21.46	2.05794994982581	21	0.0212708506799153
21.47	2.05237587573475	21	0.0212708469340885
21.48	2.03996313479299	21	0.0212708631521732
21.49	2.04142301784518	21	0.0212708700677825
21.5	2.03604048685113	21	0.0212708501595617
21.51	2.03071961505858	21	0.0212708656818544
21.52	2.02545828562422	21	0.0212708715824651
21.53	2.02025521486075	21	0.0212708696168233
21.54	2.01721226522872	21	0.0212708535565208
21.55	2.0298021334044	21	0.0212708522215275
21.56	2.04159392834929	21	0.0212708579987096
21.57	2.03854128390388	21	0.0212708449800172
21.58	2.03549315269586	21	0.021270849183668
21.59	2.03246348259498	21	0.0212708437171735
21.6	2.02945326598989	21	0.0212708637478374
21.61	2.02645996344232	21	0.0212708429846464
21.62	2.02348586314484	21	0.0212708535397163
21.63	2.02052930156879	21	0.0212708540101198
21.64	2.02320140984532	21	0.0212708512886023
21.65	2.03150376287812	21	0.0212708545193971
21.66	2.03283123678461	21	0.0212708520486569
21.67	2.02087754602337	21	0.0212708578399424
21.68	2.00924576485202	21	0.0212708425496566
21.69	2.00315415241446	21	0.0212708682555565
21.7	2.00031658090298	21	0.0212708576876226
21.71	1.9974954253296	21	0.0212708515844384
21.72	1.99832711434656	21	0.0212708475087936
21.73	1.99711226140541	21	0.0212708712192605
21.74	2.00324233644813	21	0.021270851834393
21.75	2.01745847900671	21	0.021270855586668
21.76	2.01181982971577	21	0.0212708857105672
21.77	2.00624781086647	21	0.0212708550828326
21.78	2.00691444201403	21	0.0212708495514291
21.79	2.00230025634958	21	0.0212708732085512
21.8	1.99737395043497	21	0.0212708693497566
21.81	1.99249850260237	21	0.021270842009029
21.82	1.98767412149822	21	0.0212708661089538
21.83	1.98474886158282	21	0.0212708658620066
21.84	1.99357979210587	21	0.02127084997361
21.85	2.00255451053916	21	0.0212708530014548
21.86	2.01167760879225	21	0.0212708537530454
21.87	2.02095450177682	21	0.0212708523095462
21.88	2.02285444764351	21	0.0212708648746548
21.89	2.02272820405524	21	0.0212708505093355
21.9	2.02393769490912	21	0.0212708457944694
21.91	2.03120490654661	21	0.021270856237957
21.92	2.03821414095592	21	0.0212708484191529
21.93	2.03224403614431	21	0.0212708673407405
21.94	2.02876022894319	21	0.021270851886527
21.95	2.03470715880013	21	0.0212708520674055
21.96	2.04072078220333	21	0.0212708508912092
21.97	2.05035697135011	21	0.0212708472102894
21.98	2.06296237005658	21	0.0212708428963391
21.99	2.07586381399583	21	0.0212708439534411
22	2.08414654752568	21	0.0212708715010593
